Property.Address.StreetAddress,Property.Address.UnitNumber,Property.Address.City,Property.Address.Province,PostalCode,Property.Address.Country,Property.Address.Latitude,Property.Address.Longitude,MlsNumber,Property.PriceUnformattedValue,DetailsURL,Building.SizeInterior,Building.Bedrooms,Building.BathroomTotal,Building.StoriesTotal,Building.UnitTotal,Land.SizeTotal,Land.SizeFrontage,Property.PhotoLink,Property.Type,Building.Type,Property.OwnershipType,Property.ParkingType,Property.ParkingSpaceTotal,PublicRemarks
46 Cedarwoods Cres,55,Kitchener,Ontario,N2C2L7,Canada,43.4277388,-80.440121,X5229217,559000,https://realtor.ca/real-estate/23187438/55-46-cedarwoods-cres-kitchener,,3,2,2,,,,https://cdn.realtor.ca/listings/TS637563430390900000/reb82/highres/7/x5229217_1.jpg,Single Family,Row / Townhouse,Condominium/Strata,Garage,2,"Enjoy A Contemporary-Comfortable Lifestyle In This Bright, Spacious, Townhouse. Located On A Prime Location Close To Hwys, Schools & Shopping. This Beautiful Unit Is Bright & Airy W/High-End Finishes, Great Layout, Beautiful Designer Like Kitchen W/Ss Appliances & Island. Bright Unit W/Big Windows, Lots Of Natural Light & Lots Of Pot-Lights. Great Dr Open To Spacious Cozy Living Space. Three Great Sized Br's. Reno'd Bsmt W/Laundry & Additional 3 Piece Bathrm.**** EXTRAS **** Included: All Electrical Light Fixtures/ Ss-Stove/Fridge/Dishwasher/Washer/Dryer/Built In Microwave/Hot Water Tank Is Rental. (28416655)"
76 Underhill Cres,,Kitchener,Ontario,N2A2S8,Canada,43.4287148,-80.4165472,X5229425,549900,https://realtor.ca/real-estate/23187456/76-underhill-cres-kitchener,,3,8,,,41.2 FT ; 113.95Ft X 81.19Ft X 105.33Ft X 41.2Ft,,https://cdn.realtor.ca/listings/TS637563430426270000/reb82/highres/5/x5229425_1.jpg,Single Family,House,Freehold,Garage,3,"Endless Possibilities Await You Here. Bright And Spacious 2000+ Sq Ft Detacched 3 Bed, 3 Bath And 3 Car Paking, Multi-Level Home With Picture Windows Overlooking Pool And Generous Deck For Entertainment. A Private Backyard Oasis, Backing Onto Chicopee Ski And Summer Resort In A Quiet Crescent. Enjoy The Privat Oasis And Natural Setting Or Zip Onto Hwy 8/401 For Commuter Access. Close To Schools, Shopping, Transit And Parks.**** EXTRAS **** Existing: Fridge, Stove, Dishwaher, Microwave, Under Cab Cd Player, Washer And Dryer, Light Fixtures. Rentals: Hwt, Funance & Ac, Water Softener. Please See Buyers Package Attached To Mls Listing For Inclusions And Rental Items (28416881)"
9 Duckworth Rd,,Cambridge,Ontario,N3H0C8,Canada,43.3977427,-80.3809547,X5229199,599000,https://realtor.ca/real-estate/23187435/9-duckworth-rd-cambridge,,3 + 1,3,3,,16.35 x 77.72 FT,,https://cdn.realtor.ca/listings/TS637563430385630000/reb82/highres/9/x5229199_1.jpg,Single Family,Row / Townhouse,Freehold,Garage,2,"Immaculate, Luxury Townhouse***Just 1 Year Young***Luxury 3+1 (Den/ Office) Bedrooms***3 Washrooms***Open Concept Kitchen And Breakfast***Separate Living Room***Family Room***Primary Bedroom With En-Suite Bathroom And Walk-In Closet***Other 2 Generous Sized Bedrooms***Lots Of Natural Light***All Maple Cabinets***California Shutters In Whole House***Water Softener***Covered Driveway Parking***Nr Hwy 401, Shopping, Conestoga College & Many More Amenities.**** EXTRAS **** High End Appliances-Dark Ss (Fridge, Stove, Dishwasher) Washer & Dryer, Water Softener & Water Purifier (28416634)"
15 Prince Albert Boulevard,305,Kitchener,Ontario,N2H0C2,Canada,43.46213327,-80.48937418,40112199,449900,https://realtor.ca/real-estate/23186951/15-prince-albert-boulevard-unit-305-kitchener,820.0000,2 + 0,2,1,0,,,https://cdn.realtor.ca/listings/TS637563426893570000/reb85/highres/9/40112199_1.jpg,Single Family,Apartment,Condominium,Underground,1,"Attention First Time Home Buyers & Investors! Move-in Ready spacious two bedroom unit features laminate flooring throughout suite except for bathrooms and laundry. 9ft ceilings, granite countertops, mosaic backsplash, undermount sink and MORE! Centrally located between Downtown Kitchener and Uptown Waterloo. Minutes from the highway, GO station, LRT, Waterloo/Laurier Universities, and Conestoga College. Make this your home sweet home! (63299150)"
188 King Street S,412,Waterloo,Ontario,N2J0C6,Canada,43.46030663,-80.51859996,40112148,515000,https://realtor.ca/real-estate/23187507/188-king-street-s-unit-412-waterloo,1046.0000,1 + 0,2,1,,,,https://cdn.realtor.ca/listings/TS637563434791700000/reb20/highres/8/40112148_1.jpg,Single Family,Apartment,Condominium,Underground,1,"Welcome to The Red! Featuring A stunning 1 Bed + Den boasting with luxury from the moment you step inside. Walking into the suite you will instantly notice a spacious layout with natural light beaming in and gorgeous hardwood floors throughout the entire unit. This is the perfect spot for hosting a night in with friends with a sizable living space and large windows overlooking an amazing view. The kitchen is a chefs dream with stainless steel appliances, an abundant amount of storage and counter space along with a breakfast bar. Appreciate the granite tile backsplash and perfectly suited custom-made floating hutch. This nearly 1,100 Sq ft Condo also features a large master bedroom, 4-piece En-suite, walk in closet and spacious den perfect for an extra bedroom or office space. Experience condo culture at its finest on the rooftop patio along with a gym right downstairs and a party room. This boutique building offers exclusive living with only steps to the LRT, Uptown Waterloo, shops, restaurants, Vincenzo's, Mary-Allen park, and so much more. It does not get any better than this, Book your showing today! (63299655)"
290 Westcourt Place,,Waterloo,Ontario,N2L2R7,Canada,43.46284117,-80.54023872,40111628,559900,https://realtor.ca/real-estate/23186574/290-westcourt-place-waterloo,1268.0000,3 + 0,2,2,0,,,https://cdn.realtor.ca/listings/TS637563398918430000/reb44/highres/8/40111628_1.jpg,Single Family,Row / Townhouse,Condominium,,,"WOW is the one word that describes this beautiful townhouse. This 1200+ SqFt 3BR/2BTH home will delight all who see it. It's what I call a hidden gem. A spacious end unit townhouse with a beautiful stream beside it, lots of trees and a large open space located behind the home. Serenity awaits. Inside you have a large spacious main floor with updated kitchen, dining room and living room. Refinished hardwood floors and laminate throughout. Oh and for those cool nights there is an upgraded wood fireplace. The second floor has 3 large bedrooms and an updated 4 piece main bathroom. The basement is unfinished but has the potential to add another 500+ sqft of living space. Out through the sliding doors is a quiet patio that you can enjoy a large open lawn and the sounds of the babbling stream beside you. What also makes this home amazing is it's location. Minutes to shopping and amenities. 5 minutes to the University of Waterloo and Wilfrid Laurier and a short distance to beautiful Waterloo Park. Ultra low condo fees is an added bonus. Please take my word on this townhouse you will be impressed. Book your showing today. (63298202)"
1100 Courtland Avenue E,405,Kitchener,Ontario,N2C2H9,Canada,43.42273916,-80.46162774,40111539,374900,https://realtor.ca/real-estate/23186554/1100-courtland-avenue-e-unit-405-kitchener,979.0000,2 + 0,1,1,0,,,https://cdn.realtor.ca/listings/TS637563392838900000/reb16/highres/9/40111539_1.jpg,Single Family,Apartment,Condominium,Visitor Parking,,"JUST FOR YOU, A TWO BEDROOM, ONE BATH CONDO IN A CONVENIENT LOCATION! Located within walking distance to public transit, parks, school, and Fairview Park Mall with easy access to Hwy 8 and Hwy 401. Courtland Terrace features an updated lobby with elevator access, modern laundry facilities, inground pool, party room with a kitchen, and an exercise room with sauna. The perfect starter home, 405-1100 Courtland Ave East is ideal for first-time home buyers, investors and downsizers alike. A spacious living room with access to the balcony is open to the kitchen, which features wood cabinetry, ample counter space and tile flooring. Down the hall are two bright and airy bedrooms and a 4 piece bath for convenience and comfort. Best of all heat, hydro, water, and parking are all INCLUDED in the low condo fees. An affordable option to get into the market, or an incredible investment opportunity, this is a property you don't want to miss. Book your showing today! (63298093)"
107 King William Court,,Cambridge,Ontario,N3C4J3,Canada,43.43776409,-80.29229908,40112125,594900,https://realtor.ca/real-estate/23186813/107-king-william-court-cambridge,,3 + 0,3,2,,under 1/2 acre,23 ft,https://cdn.realtor.ca/listings/TS637563421175770000/reb16/highres/5/40112125_1.jpg,Single Family,House,Freehold,Attached Garage,5,"This tidy townhome sits in a family-friendly section of West Hespeler, just off Townline Road and only five minutes driving time from the 401.  107 King William Court plays host to three bedrooms and three bathrooms, with a host of updates and upgrades.  Recent installments include the brand-new countertops in the kitchen, which also features an all-stainless appliance set, as well as all-new LED lighting throughout the home.  Additional perks here include the finished basement, an enormous rear deck, and the attached single garage.  An ideal starter home for the growing family, and perfect for commuters to the GTA or Midtown Kitchener-Waterloo.  A great addition to any residential investment portfolio!  Call or click today for more details. (63298938)"
53 Highbrook Street,,Kitchener,Ontario,N2E3N9,Canada,43.40928858,-80.49992169,40111711,590000,https://realtor.ca/real-estate/23185697/53-highbrook-street-kitchener,1318.0000,3 + 0,3,2,,under 1/2 acre,26 ft,https://cdn.realtor.ca/listings/TS637563316480670000/reb16/highres/1/40111711_1.jpg,Single Family,House,Freehold,Attached Garage,3,"Welcome to The Finest Look on Highbrook. This move-in-ready semi-detached home is situated in the highly desired Westmount & Fischer-Hallman neighbourhood, close to all the conveniences you could ask for and updated to the nines. Outside you can see this beautiful home has been meticulously maintained from the new driveway to the upgraded insulated garage door to the trendy inviting front porch. In the front entrance, ceramic tile runs down the hallway, past the renovated powder room and into the bright kitchen. Or, take a right upon entering and you are led up the stairs where youll discover three large bedrooms all with new windows and laminate flooring. A spa like 4-piece bathroom with lots of storage for your grooming needs completes the upper level. The home features upgraded lighting throughout most of the rooms, this is amplified in the kitchen with the modern farmhouse look including the barn door to conceal the entrance to the lower level. Newer stainless-steel appliances, granite countertops, and an inviting island make this eat-in kitchen one of the finest in the neighborhood. As the weather becomes more agreeable, and you desire more time outside, just walk out the new slider door into the fully fenced yard! This private backyard paradise is just what you desire and includes the gazebo, a new resin shed, gorgeous landscaping and is the perfect size for an above-ground pool or a fire pit. (63297408)"
228 Rosebank Place,,Kitchener,Ontario,N2E2R8,Canada,43.41013402,-80.48927408,40109708,599999,https://realtor.ca/real-estate/23185878/228-rosebank-place-kitchener,1391.0000,3 + 0,2,2,,under 1/2 acre,67 ft,https://cdn.realtor.ca/listings/TS637563334633000000/reb16/highres/8/40109708_1.jpg,Single Family,House,Freehold,Attached Garage,4,"Welcome to 228 Rosebank Place! This lovely 3 bedroom 2 bathroom home is located on quiet cul-de-sac in the desirable Country Hills area. The main floor features a kitchen, dining room, spacious living room, family room with a walkout to an oversized deck to a large backyard. The upper level has three great size bedrooms and four piece bathroom. The basement features a fully finished rec room and den, oversized laundry room, a two piece washroom and an extra room for storage or a workshop. This adorable home is located within minutes of schools, multiple parks and shopping plazas! Book your showing today! :D (63295586)"
1380 Michael Crescent,,Cambridge,Ontario,N3H2P9,Canada,43.395883,-80.339367,40111831,599900,https://realtor.ca/real-estate/23185658/1380-michael-crescent-cambridge,1937.0000,3 + 0,2,,0,under 1/2 acre,50 ft,https://cdn.realtor.ca/listings/TS637563315026130000/reb20/highres/1/40111831_1.jpg,Single Family,House,Freehold,,,"**OFFERS WILL NOW BE PRESENTED TODAY MAY 13th AT 3PM**TUCKED AWAY ON A QUIET CRESCENT. 1380 Michael sits on a beautifully landscaped property with a private and peaceful yard including fruit trees and perennials  ideal for someone with a green thumb! There are four spacious levels of living. The main floor offers a bright great room lit with a gas fireplace which was extended to bring in natural light with the addition of skylights. Just a few steps up offers a large living room and dining combo flowing into the kitchen with ample cupboard space. The upper level includes 3 bedrooms and 2 bathrooms. A finished lower level is equipped with a bar and plenty of windows, over 1900sqft await your personal touches. A backyard shed with hydro, large concrete driveway! Freshly painted with new carpet! Endless possibilities! Centrally located close to Brent Park, schools, shopping, bus route and minutes from the 401! A great place to call home! (63297489)"
29 Watch Hill Lane,,Cambridge,Ontario,N3H5R1,Canada,43.4046903,-80.33740402,40111018,599900,https://realtor.ca/real-estate/23185664/29-watch-hill-lane-cambridge,1400.0000,3 + 0,3,2,0,under 1/2 acre,23 ft,https://cdn.realtor.ca/listings/TS637563315231970000/reb44/highres/8/40111018_1.jpg,Single Family,Row / Townhouse,Freehold,Attached Garage,3,"Beautiful 3 bedroom, 3 bathroom home centrally located in Cambridge within steps of schools, parks, and all major amenities. An inviting private front porch with bistro set, entrance way, and powder room greets you when you first arrive. The main floor is freshly painted, open concept, bright, and neutral featuring a large living room, dining area, and sliders to the back deck. The kitchen includes new cupboard doors, new counter, and new glass back splash. 3 very generously sized bedrooms upstairs, with the Primary featuring hardwood floors, a walk in closet, and private 4 piece ensuite. The basement is fully finished with a separate den area for the children to play. Yard has been professionally maintained. Backyard is fully fenced with private access through the attached garage. The neighbourhood is quiet and well maintained with direct access to Highway 401. Roof replaced in 2016. (63296682)"
22 Dumfries Street,,Cambridge,Ontario,N1S1Y7,Canada,43.349854,-80.3238566,40098610,549900,https://realtor.ca/real-estate/23185331/22-dumfries-street-cambridge,1035.0000,2 + 1,2,1,,under 1/2 acre,45 ft,https://cdn.realtor.ca/listings/TS637563290851870000/reb20/highres/0/40098610_1.jpg,Single Family,House,Freehold,Detached Garage,5,"Don't miss out on this attractive bungalow in West Galt! An enclosed vestibule welcomes you into a bright living room with fireplace. Preparing delicious meals for family and friends is easy in your stylish updated kitchen with tumbled marble backsplash, pot lights and a breakfast bar that overlooks your dining area. The main level also features 2 bedrooms, hardwood and ceramics flooring throughout, newer windows and an updated bath. Your lower level offers a cozy rec room with 3rd bedroom and office. A fabulous sunroom at the back of the house leads to a fully fenced yard with your own above ground pool heated with solar panels. More entertaining space can be found in the garage turned she shack / man cave with its own wood stove and plenty of space to gather and create memories. There is so much to love in this home! (63283941)"
70 Willowrun Drive,A3,Kitchener,Ontario,N2A0H5,Canada,43.44894525,-80.4025131,40110847,550000,https://realtor.ca/real-estate/23185224/70-willowrun-drive-unit-a3-kitchener,1504.0000,2 + 0,2,3,0,,,https://cdn.realtor.ca/listings/TS637563280592730000/reb16/highres/7/40110847_1.jpg,Single Family,Row / Townhouse,Condominium,Attached Garage,2,"EXECUTIVE Townhome in the fantastic family-friendly neighborhood of Lackner Woods! With over 1,500 square feet of open-concept living space, this newer-build gem at Explorer's Walk is a MUST see. This tastefully decorated carpet-free suite boasts TONS of natural light, new floors (2020), new washer & dryer (2021), huge kitchen island with quartz counter-tops, breakfast bar, stylish white cabinetry, stainless steel appliances, double-sink, and walk-out balcony. If you venture upstairs, you'll find spacious bedrooms, a 5pc bathroom, and a HUGE private rooftop terrace overlooking a nearly built NEW park! Watch your kids play at the playground from the comfort of your home, and let the condo corporation take care of everything else from snow removal to lawn maintenance and so much more. This home is just STEPS away to the Grand River, Chicopee Ski Hill, walking trails, greenspace, parks, shopping, restaurants, highway 401, and top-tier new schools! The best townhome in Kitchener won't last long - act fast! (63296071)"
46 Cedarwoods Crescent,55,Kitchener,Ontario,N2C2L7,Canada,43.42723528,-80.43976178,40111383,559000,https://realtor.ca/real-estate/23185028/46-cedarwoods-crescent-unit-55-kitchener,,3 + 0,2,2,,,,https://cdn.realtor.ca/listings/TS637563256702030000/reb85/highres/3/40111383_1.jpg,Single Family,Row / Townhouse,Condominium,Attached Garage,2,"Enjoy a contemporary and comfortable lifestyle in this bright, spacious and welcoming townhouse. Located on a prime location close to highways, schools and shopping. This beautiful unit is bright and airy with high end finishes, a great layout, beautiful designer like kitchen with SS appliances and island. Spectacular bright unit with big windows, lots of natural light and lots of pot-lights. Great dining room open to spacious cozy living space. Three great sized bedrooms; master bedroom with big closet and big second bedroom with huge closet, plus third bedroom ideal for office or nursery. Beautifully renovated basement with laundry and additional bathroom with shower. In-Suite Laundry and low condo fees that includes water. Single car garage in a quiet complex with private backyard backing onto a playground. Property is conveniently located with an easy walk to Fairway Park mall and public transit including the ION LRT station.Lots of visitor parking and park/ kids play set common area are what makes this complex great for young family. (63296411)"
171 Highland Crescent,10,Kitchener,Ontario,N2M5P8,Canada,43.43278634,-80.52213532,40111774,590000,https://realtor.ca/real-estate/23185070/171-highland-crescent-unit-10-kitchener,,3 + 0,3,2,0,1/2 - 1.99 acres,,https://cdn.realtor.ca/listings/TS637563266650870000/reb16/highres/4/40111774_1.jpg,Single Family,Row / Townhouse,Condominium,Attached Garage,2,"Welcome to 171 Highland Crescent. This end unit townhome would make a great first home or family home! This property comes complete with three bedrooms, three bathrooms, a fully finished basement and a one car garage. The open concept living and dining area makes the main floor spacious and open to decorate as you please. As you make your way to the back of the house you will find a beautiful backyard, just in time for the summer weather! You wont want to miss this unit, book your showing today! (63296844)"
690 King St W,406,Kitchener,Ontario,N2G0B9,Canada,43.4551065,-80.5048661,X5228939,325000,https://realtor.ca/real-estate/23185167/406-690-king-st-w-kitchener,,0,1,,,,,https://cdn.realtor.ca/listings/TS637563406610430000/reb86/highres/9/x5228939_1.jpg,Single Family,Apartment,Condominium/Strata,Visitor Parking,,"Located In The Midtown Lofts With Quick Access To Uptown And Downtown, This Bright And Open Concept Studio With 9' Ceilings Is Your Urban Oasis With Wall-To-Wall South Facing Windows. With Walking Access To The Lrt (Ion), Car Sharing, And Bike Trails, You're Never Far From Cafes, Restaurants, Grocery Stores And Other Amenities. 505 Sq Ft.**** EXTRAS **** Upgraded Window Treatments And Equipped With Smart Home Features Including A Smart Lock, Thermostat And Lighting-All Controllable Via Apple Home Or Google. => More Info=> Click Below=> 'More Information' Or 'Multimedia' On Mobile. (28414106)"
463 Beechwood Place,63,Waterloo,Ontario,N2T2N8,Canada,43.451438,-80.558346,40110724,299000,https://realtor.ca/real-estate/23184851/463-beechwood-place-unit-63-waterloo,956.0000,2 + 0,2,2,,under 1/2 acre,,https://cdn.realtor.ca/listings/TS637563225542530000/reb16/highres/4/40110724_1.jpg,Single Family,Row / Townhouse,Condominium,,,"Welcome to the Liberty Gate condo's in Waterloo's quiet, tree-lined Beechwood neighbourhood. Unit 63 is a refreshed, two storey townhouse style condo with its own separate entrance. This is the perfect way to start your homeownership journey with its low condo fee (which covers water charges too!), fantastic residential location and convenient commuting options to the boardwalk, Uptown and Waterloo's top ranked schools.  Features include in suite laundry, large window, private balcony and plenty of visitor parking. A short 500 metre walk to groceries, gym and restaurants. Enjoy hiking through Beechwood's trail network or sit in the common green space which centres the development. ***Offers presentation, originally planned for Monday the 17th, has been move to May 13th.*** (63295575)"
220 Salisbury Avenue,2,Cambridge,Ontario,N1S1K5,Canada,43.35703594,-80.33748352,40111649,450000,https://realtor.ca/real-estate/23184719/220-salisbury-avenue-unit-2-cambridge,,3 + 0,2,2,,under 1/2 acre,,https://cdn.realtor.ca/listings/TS637563194487370000/reb16/highres/9/40111649_1.jpg,Single Family,Row / Townhouse,Condominium,Visitor Parking,,"*See video for FULL TOUR!*  Gorgeous and updated move-in ready condo townhome. Such a great opportunity to get in the market at this great value home. Three bedrooms, two bathrooms and it's beautifully finished from top to bottom. Youre going to love it so much having a spacious home a nice backyard as well. Completely renovated and refreshed in 2017. New front door, both bathrooms beautiful renovated. New flooring throughout the home, new baseboards, newly painted,  new kitchen, new appliances, new lighting, brand new furnace, this home is truly move in ready and you're going to be proud to call this home. Large foyer with 2-piece bathroom. Open dining and living area with sliding patio doors to the backyard and patio. The Kitchen with beautiful white cabinetry and butcher block countertop. Upstairs, 3 great sized bedrooms and a full piece bathroom. You'll love having so much space, and two bathrooms. Plus this rec room is massive, such a great bonus space. With convenient laundry room access as well.   This location is hard to beat... on a quiet street, it's surrounded by greenery and trails. Steps to Victoria Park, schools, and shopping. Book your showing as soon as possible!! (63296368)"
74 Samuelson Street,,Cambridge,Ontario,N1R1J9,Canada,43.36883016,-80.31317965,40110828,549900,https://realtor.ca/real-estate/23184227/74-samuelson-street-cambridge,1157.0000,2 + 1,2,1,0,under 1/2 acre,37 ft,https://cdn.realtor.ca/listings/TS637563152805900000/reb20/highres/8/40110828_1.jpg,Single Family,House,Freehold,Detached Garage,5,"Welcome to 74 Samuelson St. in Cambridge. This East Galt Bungalow has an attractive setup for many types of buyers and is in walking distance to beautiful Downtown Galt. Whether you are looking to add to your investment portfolio or looking for a mortgage helper, this home may be perfect you. The main floor has been tastefully renovated which offers a recently built addition with a walkout to the back deck, and provides warm and vibrant living space with newly added LED lighting throughout. Upgrades include new plumbing, new electrical upgraded with a subpanel, and new furnace (2020). Other nice touches you will notice includes barn board finishes, which adds a ton of character to this home. The basement unit offers an in-law suite with a separate entrance off the driveway. Each unit has its own laundry. Driveway has ample parking as well as a 20 by 20 detached garage that can be utilized as a shop. Don't miss the chance to own a very unique bungalow with lots of potential! (63295055)"
933 Glasgow Street,A,Kitchener,Ontario,N2N0B6,Canada,43.44052485,-80.54428619,40108030,375000,https://realtor.ca/real-estate/23184291/933-glasgow-street-unit-a-kitchener,753.0000,1 + 0,1,,0,0|under 1/2 acre,,https://cdn.realtor.ca/listings/TS637563164796030000/reb20/highres/0/40108030_1.jpg,Single Family,Row / Townhouse,Condominium,,,"ATTENTION FIRST TIME HOME BUYERS AND INVESTORS! This original owner occupied 1 bedroom condo unit could be just what you're looking for!  This well taken care of home offers 1 spacious bedroom, an open concept kitchen/dining/living room in a nice quiet building. Enter into the spacious foyer with enough space at the front for your boots and shoes.  Make your way down a couple steps to the open concept kitchen, dining room and living room. This kitchen has a great amount of counter space, lovely white cabinets and has stainless steel appliances. The perfect space to entertain family and friends when the time is right. Down a short hallway is the full bathroom, utility/laundry room and large Bedroom. The Bedroom has lots of closet space and a linen closet.  Need extra storage? There is a convenient storage area at the front of the unit through the front closet.  This unit boasts lots of natural light with the large windows, tasteful paint colour and is carpet free! Step outside to enjoy your own private patio to BBQ and soak up the sun! With the unit comes an owned assigned parking spot and lots of visitor parking.  You'll love the quiet neighbourhood, perfectly located on a bus route, yet only minutes from uptown, downtown, the Boardwalk and the Universities.  Don't wait, book your showing today! (63292321)"
498 East Avenue,,Kitchener,Ontario,N2H1Z8,Canada,43.44480787,-80.46727619,40111575,500000,https://realtor.ca/real-estate/23184100/498-east-avenue-kitchener,1150.0000,3 + 0,3,1.5000,,under 1/2 acre,42 ft,https://cdn.realtor.ca/listings/TS637563439365300000/reb20/highres/5/40111575_1.jpg,Single Family,House,Freehold,Detached Garage,6,"Welcome to 498 East Ave in central Kitchener. Located close to downtown and many amenities including shopping, transportation, schools, highway, parks and steps away from Kitchener Auditorium. Main floor bedroom. Washroom on every floor. Partially finished basement with rec room. Tastefully decorated throughout, recently painted, newer front windows. Newer deck. New front door. Large fully fenced backyard. Home also has side entrance. Long driveway that can fit 5 cars. Detached single garage. (63295675)"
26 Westwood Crescent,,Cambridge,Ontario,N1S3W6,Canada,43.34620667,-80.33629923,40107564,589900,https://realtor.ca/real-estate/23184113/26-westwood-crescent-cambridge,1207.0000,3 + 0,2,,,under 1/2 acre,60 ft,https://cdn.realtor.ca/listings/TS637562900884770000/reb20/highres/4/40107564_1.jpg,Single Family,House,Freehold,Attached Garage,6,"According to GOOGLE you are just 9 minutes from the 401 making this home an ideal commuter location!  Forget about cookie cutter subdivisions, 26 Westwood Cres sits in an established neighborhood on a 60 fenced lot on a tree-lined street close to parks, schools and shopping.  This 3-bedroom, 2 bath home offers a 2-car garage, parking for 6 vehicles and a private rear yard where you can enjoy the warmth of summer!  Built in an era when streets were wide and neighbors were distant; here you can enjoy a barbecue and a libation without being in a fish-bowl effect.  Your gazebo provides a cool retreat from the hot sun while the soothing sound of the relaxing fountain allows you to filter away life's stresses.  Your double garage can provide refuge for your prized vehicles or make an exceptional workshop or both.  Hard surface flooring dominates this home making it ideal for an active family and pets.  The mechanicals have been completed; A/C & shingles 2016, windows & furnace have been upgraded.  An L-shaped living/dining room will be the go-to destination for the holidays just step from the spacious eat-in kitchen.  Here you can entertain large groups or host quiet intimate gatherings.  Large windows flood the family room with light to enjoy the congregation of family and friends. Enjoy the warmth of the gas fireplace and a movie while defying the elements of the season.   A recently renovated 3 pc bath on this level provides convenience and comfort for a growing family.  The super bright laundry/mudroom provides an environment so inviting that the tedious chore which we call laundry seems like a pleasure instead of the chore which we know it is!  You owe it to yourself to visit this great home located in a neighborhood which boasts limited re-sale activity. (63291677)"
318 Spruce Street Street,2106,Waterloo,Ontario,N2M3L7,Canada,43.47905603,-80.52655576,40111570,499000,https://realtor.ca/real-estate/23183721/318-spruce-street-street-unit-2106-waterloo,1199.0000,3 + 0,2,1,0,,,https://cdn.realtor.ca/listings/TS637562744616000000/reb16/highres/0/40111570_1.jpg,Single Family,Apartment,Condominium,Underground,,"TURNKEY INVESTMENT OPPORTUNITY STEPS TO UNIVERSITIES! Looking for that turnkey investment with AAA tenant? Look no further. This 3-Bedroom Sage Condo has modern finishes, 2 baths, a large common area that's perfect for studying or spacious enough for friends and family to stay over, in-suite laundry and a balcony. It also comes fully furnished with couch, desks, chairs, coffee table, TV, kitchen stools, and bed sets! With many amenities including gym, lounge area, guest suites, theatre room, rooftop patio and retail right below, it's no wonder this building is the place students want to be. This unit features a large oversized terrace and two balconies with a view of the City of Waterloo. Opportunity to have complete hands-off investment with Sage Property Management as well. Tenanted until August 27, 2021 with tenant paying $2,400/month. (63295291)"
288 Albert St,119,Waterloo,Ontario,N2L3T8,Canada,43.4771218,-80.5337865,X5228415,499900,https://realtor.ca/real-estate/23183190/119-288-albert-st-waterloo,,3 + 2,3,,,,,https://cdn.realtor.ca/listings/TS637562665511970000/reb82/highres/5/x5228415_1.jpg,Single Family,Row / Townhouse,Condominium/Strata,,,"Excellent Investment Opportunity, Spacious Townhouse Located In A Popular District,Steps To Wilfrid Laurier University And Walking Distance To University Of Waterloo.2 Different Bus Stops To U Of W Directly Around There.Main Floor Offers Spacious Living Room,Kitchen,Dining Room,Den(Used As 4th Bedroom)& A 3 Pc Bathroom.2nd Floor Contains 3 Great Sized Bedrooms & 2 Full Bathrooms And Study Area.Located Close To All Amenities & Located At The Central Tech Hub.**** EXTRAS **** Dishwasher, Dryer, Range Hood, Refrigerator, Smoke Detector, Stove, Washer, Window Coverings Add Inclusions:Fully Furnished. S/S Kitchen Appliances, Quartz Countertop, All Elfs, Blinds Throughout, Ensuite Laundry (28411605)"
211 Veronica Drive,B24,Kitchener,Ontario,N2A2R8,Canada,43.43770047,-80.42946948,40111299,379900,https://realtor.ca/real-estate/23182480/211-veronica-drive-unit-b24-kitchener,946.0000,2 + 1,2,2.5000,0,under 1/2 acre,,https://cdn.realtor.ca/listings/TS637562636864230000/reb16/highres/9/40111299_1.jpg,Single Family,Row / Townhouse,Condominium,Visitor Parking,,"Welcome to your new home this cute little townhouse is the ideal starter home or investment and is in move in condition. This affordable home offers 3 bedroom, 2 bathrooms, one four piece and one three piece with shower. This unit comes with one outside parking spot. (63293779)"
102 Ralgreen Cres,,Kitchener,Ontario,N2M1T9,Canada,43.433148,-80.5204187,X5228430,450000,https://realtor.ca/real-estate/23182645/102-ralgreen-cres-kitchener,,3,2,2,,27.3 x 120.73 Acre,,https://cdn.realtor.ca/listings/TS637562651225870000/reb86/highres/0/x5228430_1.jpg,Single Family,Row / Townhouse,Freehold,Attached Garage,3,"End Unit, Freehold Townhome In Desirable Forest Hill Neighbourhood. 3 Bed/2 Bath, Over 1900 Sq Feet Of Living Space. Updated Kitchen (2011), Large 120 Ft Deep Backyard Fenced In Yard With Spacious Deck, Great For Entertaining! Beautifully Refinished, Hardwood Floor Throughout The Main Floor. Original Hardwood Floor In The 3 Large And Bright Bedrooms On The Send Floor.**** EXTRAS **** Primary Bedroom Has Ensuite Privilege To A Newly Updated Bathroom (2021). Finished Basement With Large Rec Room Updated In 2021. Forest Hill Neighbourhood Is Close To Shops, Restaurants, Parks And Trails. Close Walk To Victoria Park. (28411075)"
